title,datetime
"九州佐賀国際空港、8月の国内線利用者に1,000円分クーポンプレゼント",2023年7月27日
タイ国際航空、福岡〜バンコク線を減便　運航上の理由、9月1日から週5往復,2023年7月27日
JAL、パイロットインターンシップのエントリー受付開始,2023年7月27日
"ZIPAIR Tokyo、サマーセール開催中　北米へ片道総額37,000円からなど",2023年7月27日
エティハド航空、エアバスA380型機の運航再開,2023年7月27日
ANAとJAL、JOCとオフィシャルサポーターシップ契約を締結,2023年7月26日
ピーチ、機材整備で24便を欠航　大阪/関西〜札幌/千歳・鹿児島線、8月1日〜8日に,2023年7月26日
トキエア、就航を8月下旬に再延期　新潟〜札幌/丘珠線の運賃とダイヤ発表,2023年7月26日
春秋航空、福岡〜大連線を開設　8月4日から週1往復,2023年7月26日
アムステルダム・スキポール空港の発着枠一時削減、航空各社などが上訴,2023年7月26日
カタール航空、デジタル旅行体験ができる「QVerse」を刷新,2023年7月26日
"スクート、大阪/関西発着東南アジア・オセアニア路線でセール　片道17,500円から",2023年7月26日
大韓航空、シンガポール発名古屋/中部行きチャーター便を運航へ　9月19日に,2023年7月26日
"ANA、7月27日〜8月2日搭乗分「トクたびマイル」設定　東京/羽田〜庄内・小松線など3,000マイルから",2023年7月26日
イベリア航空、マドリード〜ドーハ線を12月11日開設　ブリティッシュ・エアウェイズとカタール航空の共同事業に参画,2023年7月25日
ジェットスター・ジャパン、エアバスA321LR型機3号機の運航開始前倒し,2023年7月25日
ビーマン・バングラデシュ航空、東京/成田〜ダッカ線開設　9月1日から週3往復,2023年7月25日
エミレーツ航空、機内食予約サービス開始　まずはロンドン3路線のビジネスクラスから,2023年7月25日
ソラシドエア、東京/羽田〜長崎線で早朝夜間臨時便　24時間化への取り組みで,2023年7月25日
エアロK、東京/成田〜清州線を開設へ　8月にも,2023年7月25日
ANA、ボーイング787型機エンジンブレードオブジェの販売中止,2023年7月25日
エールフランス航空、パリ/CDG〜アブダビ線を開設　10月29日から,2023年7月25日
ヴィスタラ、ムンバイ〜ロンドン/ヒースロー線開設　6月1日から週5往復,2023年7月24日
ソラシドエア、東京/羽田〜沖縄/那覇線で臨時便　8月に20便,2023年7月24日
JAL、「国内航空券タイムセール」を開催　9月搭乗分,2023年7月24日
中国国際航空、福岡〜上海/浦東線の運航再開　8月8日から週2往復,2023年7月24日
JAL、都道府県シールがモチーフのNFTコレクション販売,2023年7月24日
エミレーツ航空、オマーン就航30周年　日本へは豆類を輸送,2023年7月24日
宮崎県、旅行割引「夏得！GOGOみやざきサマーキャンペーン」を7月24日開始　20％割引、クーポン付与,2023年7月24日
成田空港の制限エリアをオープントップバスで巡る「スペシャルバスツアー」、9月〜12月に実施,2023年7月23日
JALビジネスアビエーション、HondaJetの一般向けチャーターサービス開始,2023年7月23日
佐川急便、羽田空港第1・第2ターミナルに宅配カウンター,2023年7月23日
カタール航空、天然温泉平和島の利用無料に　羽田到着便利用者が対象,2023年7月23日
キャセイパシフィック航空、東南アジア11都市行きのビジネスクラスで特別運賃　往復総額21万円台から,2023年7月22日
JAL、ウェブサイトでの電子領収書の発行開始　インボイス制度対応,2023年7月22日
"ピーチ、「76時間限定セール」開催　片道2,590円から",2023年7月22日
ANAと川崎重工、航空機廃材でキーホルダーや名刺入れ　高額商品も初回分は即日完売,2023年7月22日
ANA、A380「フライングホヌ」1日2便体制に　ホノルル線、夏の予約はコロナ前の9割に回復,2023年7月22日
中国東方航空、東京/成田〜上海/浦東線を増便　8月1日から1日3往復,2023年7月22日
ノースアトランティック航空、ローマ〜ニューヨーク線開設　欧州5都市からNYへ,2023年7月22日
日本とクロアチア、航空協定に署名,2023年7月22日
ヴァージン・オーストラリア、東京/羽田〜ケアンズ線にボーイング737-8型機の投入前倒し　7月22日から,2023年7月21日
フィンエアー、通期業績見通し引き上げ　営業利益率目標の達成前倒し見込む,2023年7月21日
"ジェットスター・ジャパン、国内線で「スーパースターセール」　往復予約で復路2,990円から",2023年7月21日
タイ・ライオン・エア、東京/成田〜台北/桃園〜バンコク/ドンムアン線を開設へ　9月16日から週5往復,2023年7月21日
